"galaa square"	"corniche road"
"heumarkt 20"	"friedrichsplatz 2"
"16 rue camille desmoulins"	"lotissement gaussens"
"lotissement gaussens"	"lotissement gaussens"
"7 12 gangnam daero 146 gil gangnam gu"	"7 12 gangnam daero 146 gil gangnam gu"
"160 union ave"	"4760 showcase blvd"
"1251 n miller rd"	"4760 showcase blvd"
"3 old school st."	"4760 showcase blvd"
"82 n park place"	"1690 rich hwy"
"n.1 building no.859 west shixiang road"	"no.386 shangtang road gongshu district"
"no.386 shangtang road gongshu district"	"no.386 shangtang road gongshu district"
"no.333 shangtang road gongshu district"	"no.386 shangtang road gongshu district"
"motovunska 20"	"motovunska 20"
"ben yehuda 29"	"ben yehuda 6 st."
"pumbedita st 20"	"ben yehuda 6 st."
"s.p casarano collepasso334"	"via chiosetto 4"
"138 summer haven ct."	"106 kaanapali shore pi #607"
"1661 pee road"	"106 kaanapali shore pi #607"
"2060 beach blvd"	"106 kaanapali shore pi #607"
"78 6800 alii drive"	"106 kaanapali shore pi #607"
"138 summer haven ct."	"1101 norris dr."
"4901 laguna boulevard gb605"	"1101 norris dr."
"del supermercado luperon 300 metros sur"	"valle del rio toro"
"bahrain road"	"558 d maulana shaukat ali rd"
"810 c maulana shaukat ali road block c"	"558 d maulana shaukat ali rd"
"shiga kogen ichinose"	"shiga kogen ichinose"
"str. n. anestiade 7"	"str. n. anestiade 7"
"j. hanoman no. 3"	"jalan bendungan sigura gura barat 6"
"jl.kahuripan no.9"	"jalan bendungan sigura gura barat 6"
"j. hanoman no. 3"	"jl. dewi saraswati iii no. 89"
"jl. dewi saraswati iii no. 89"	"jl. dewi saraswati iii no. 89"
"jl. abdul gani atas"	"jl. dewi saraswati iii no. 89"
"250 piedmont avenue northeast"	"250 piedmont avenue northeast"
"1824 west colorado avenue"	"250 piedmont avenue northeast"
"r. vieira da silva"	"r. vieira da silva"
"mazarredo zumarkalea"	"calle iparraguirre 54 bis 1 c"
"calle iparraguirre 54 bis 1 c"	"calle iparraguirre 54 bis 1 c"
"calle cano y cueto"	"calle iparraguirre 54 bis 1 c"
"calle maria diaz de haro 141 int c"	"calle iparraguirre 54 bis 1 c"
"mazarredo zumarkalea 43"	"calle iparraguirre 54 bis 1 c"
"pujos 102 3 1"	"calle iparraguirre 54 bis 1 c"
"calle casas de campos 8"	"calle iparraguirre 54 bis 1 c"
"plaza virgen de la o n.7"	"calle iparraguirre 54 bis 1 c"
"rosa de los vientos 14"	"calle iparraguirre 54 bis 1 c"
"mazarredo zumarkalea"	"licenciado poza street 12"
"20 goldwing cl"	"20 goldwing cl"
"121 old brompton road8"	"59 61 carlton grove2"
"tyn y cwm beulah llanwrtyd wells"	"59 61 carlton grove2"
"121 old brompton road8"	"6 holland park road flat 3"
"no.250 dahua rd. west dist."	"no.250 dahua rd. west dist."
"no.58 fenghuang rd."	"no.250 dahua rd. west dist."
"house no. db 65 east doboro"	"house no. db 65 east doboro"
"30 greenvale lane"	"30 greenvale lane"
"179 curlewis street"	"30 greenvale lane"
"rruga abdullah tabaku 13"	"rruga butrinti 3"
"estr. do farol"	"urbanizacao da bemposta 91"
"rua do barinel"	"urbanizacao da bemposta 91"
"estr. do farol"	"vale de milho no 1"
"vale de milho no 1"	"vale de milho no 1"
"817 s dickel st"	"117 south carroll street"
"117 south carroll street"	"117 south carroll street"
"235 canary island cir."	"117 south carroll street"
"ctra. de la fuente km 7.5"	"carretera la parrilla"
"mordovtseva 3"	"kutuzovskiy prospekt"
"ulitsa mosfilmovskaya 2 v"	"kutuzovskiy prospekt"
"carrera 87 d"	"carrera 87 d"
"carrera 14 # 19a norte 36"	"carrera 87 d"
"102 bridge street unit c"	"102 bridge street unit b"
"501 e stassney ln"	"102 bridge street unit b"
"11 grove street"	"64 east st"
"kings road"	"64 east st"
"11 grove street"	"78a western rd"
"apartment 1g"	"78a western rd"
"studio 1a cloisters house"	"78a western rd"
"11 grove street"	"lavershot hall windlesham"
"church lane"	"lavershot hall windlesham"
"11 grove street"	"11 grove street"
"865 majestic pines dr"	"900 carrizo canyon road"
"900 carrizo canyon road"	"900 carrizo canyon road"
"410 camino don miguel"	"900 carrizo canyon road"
"north ocean drive 101 654"	"900 carrizo canyon road"
"865 majestic pines dr"	"865 majestic pines dr"
"483 s. kihei rd."	"865 majestic pines dr"
"865 majestic pines dr"	"600 sawatch dr"
"600 sawatch dr"	"600 sawatch dr"
"via san peregrino"	"carrera 32 #5 g 70"
"via san peregrino"	"calle 10 sur 43a 7"
"calle 10 sur 43a 7"	"calle 10 sur 43a 7"
"jalan merta sari 78"	"jalan merta sari gang 1 kerobokan"
"jalan plawa no. 18 seminyak"	"jalan merta sari gang 1 kerobokan"
"jalan merta sari 78"	"2jl. candi bima ii mojolangu.malang east java"
"2 jl. candi bima ii"	"2jl. candi bima ii mojolangu.malang east java"
"cl. 24 #1 98 edificio wind"	"1180 cra. 1"
"1180 cra. 1"	"1180 cra. 1"
"carrera 1 edificio palmetto"	"1180 cra. 1"
"jl. raya ir. sutami kemenuh sukawati"	"jl. raya ir. sutami kemenuh sukawati"
"estrada regional 222"	"av. da madalenas 100"
"av. da madalenas 100"	"av. da madalenas 100"
"estrada regional 222"	"estrada regional estrada regional 212"
"rua 31 de janeiro 87 4 andar aa"	"estrada regional estrada regional 212"
"21 valley road"	"21 valley road"
"r. da madalena 112 4o esquerdo n/a"	"20 rua esperanca do cardal"
"rua de macau 5"	"20 rua esperanca do cardal"
"rua de fernandes tomas 343 1st floor"	"20 rua esperanca do cardal"
"rua nova do loureiro 31c"	"20 rua esperanca do cardal"
"r. da madalena 112 4o esquerdo n/a"	"travessa de santos 11"
"rua das taipas 60 porto portugal"	"travessa de santos 11"
"r. da madalena 112 4o esquerdo n/a"	"r. dos correeiros 28 3o e n/a"
"rua dos correeiros 110 2o"	"r. dos correeiros 28 3o e n/a"
"condominio jobo"	"condominio jobo"
"b.p.701"	"bp823 raiatea"
"bp823 raiatea"	"bp823 raiatea"
"36 route du cret"	"le petit mas"
"36 route du cret"	"11 rue victor hugo"
"ano stalos"	"ano stalos"
"unnamed road"	"ano stalos"
"kokkini hani"	"ano stalos"
"gennadi village"	"ano stalos"
"kommeno"	"ano stalos"
"olympou 7"	"olympou 7"
"1141 debordieu blvd"	"10438 wekopa way"
"ibstone rd"	"ibstone rd"
"fox lane"	"ibstone rd"
"weiherstrae 7"	"am kurberg"
"am kurberg"	"am kurberg"
"hauptstrae 43"	"hauptstrae 43"
"am markt 4"	"hauptstrae 43"
"undercliff drive"	"undercliff drive"
"201 ohua ave."	"201 ohua ave."
"2161 kalia road"	"201 ohua ave."
"201 ohua ave"	"201 ohua ave."
"contrada morghella sn"	"contrada morghella sn"
"avenida afonso de albuquerque"	"rua general humberto delgado 7"
"via spinale 18"	"via s. cosmo fuori porta nolana 4"
"via san cosmo fuori porta nolana 4"	"via s. cosmo fuori porta nolana 4"
"2810 atlantic ave"	"1 gateway blvd e"
"180 gunnison river dr"	"1 gateway blvd e"
"2810 atlantic ave"	"5480 mountain iron dr"
"r. das escolas gerais 122 1o b n/a"	"rua antero de quental 679"
"nave redonda santa clara saboia"	"rua antero de quental 679"
"r. das escolas gerais 122 1o b n/a"	"rua da cruz de santa apolonia 36 4o esq"
"rua da encosta do sol 5"	"rua da cruz de santa apolonia 36 4o esq"
"rua da cruz de santa apolonia 36 4o esq"	"rua da cruz de santa apolonia 36 4o esq"
"calcada cardeal 16"	"rua da cruz de santa apolonia 36 4o esq"
"r. das escolas gerais 122 1o b n/a"	"r. cecilio de sousa 28"
"pesqueira 413 centro"	"camino viejo a san jose km 3.5"
"dinton"	"dinton"
"slwch farm brecon"	"dinton"
"semafaros de rubenia 200 mts norte"	"semafaros de rubenia 200 mts norte"
"51 durham street"	"12/7 acacia drive"
"302/398 pacific highway"	"12/7 acacia drive"
"51 durham street"	"19 charlotte street"
"19 charlotte street"	"19 charlotte street"
"doluwa"	"yala situlpawwa road"
"40 galmadawwa road punchi akurugoda"	"yala situlpawwa road"
"selwyn avenue"	"3 redwood drive"
"9 degraves street apt 403"	"3 redwood drive"
"92 martyn street"	"3 redwood drive"
"apt 405/408 lonsdale street"	"3 redwood drive"
"selwyn avenue"	"selwyn avenue"
"ingram st manor mills leeds"	"atkinson st"
"atkinson st"	"atkinson st"
"av. central 3982"	"av. central 3982"
"av. epitacio pessoa 4530 ap603"	"av. central 3982"
"av. dep. marcio marinho 775"	"av. central 3982"
"rua 9"	"av. central 3982"
"avenida central 1838 cumbuco"	"av. central 3982"
"35 via ofelia"	"via roncaiolo alto 6"
"via roncaiolo alto 6"	"via roncaiolo alto 6"
"gwangjin gu"	"gwangjin gu"
"rue neuve 8"	"am schlossberg ouren 18"
"33 rue celestin freppaz"	"33 rue celestin freppaz"
"rue de la boucle"	"272 avenue michel croz"
"272 avenue michel croz"	"272 avenue michel croz"
"bernarda capponia 14"	"bernarda capponia 14"
"ara tapu"	"ara tapu"
"titikaveka"	"ara tapu"
"dobler strae 26"	"dobler strae 26"
"erdmannsdorffstrae 62"	"dobler strae 26"
"17 sinjungnam ro"	"17 sinjungnam ro"
"5 20 6 watanabedo ri chuo ward"	"5 7 12 tenjin chuo ku"
"5 7 12 tenjin chuo ku"	"5 7 12 tenjin chuo ku"
"2113 meridian blvd"	"2113 meridian blvd"
"2113 meridian blvd"	"2113 meridian blvd"
"ulica josipa kunkere 4"	"vela ulica 1"
"via fabio filzi 2"	"via fabio filzi 2"
"13 shaw park road"	"13 shaw park road"
"cesky sternberk 78"	"cesky sternberk 78"
"latran 77"	"cesky sternberk 78"
"cl 17 1b 53"	"calle 17 no 1b 53"
"calle 17 no 1b 53"	"calle 17 no 1b 53"
"cl 17 1b 53"	"santa barbara antioquia"
"santa barbara antioquia"	"santa barbara antioquia"
"gran via 12 6 derecha"	"37 calle de bravo murillo 2 derecha"
"37 calle de bravo murillo 2 derecha"	"37 calle de bravo murillo 2 derecha"
"jn international stadium road"	"jn international stadium road palarivattom p o"
"750 de beyers road"	"750 de beyers road"
"2 lochend cottages"	"15 south road"
"presa salto del nogal"	"carret. palenque ruinas km 4.5"
"calle 64 entra la calle 49 and 51"	"carret. palenque ruinas km 4.5"
"calle 60 # 488 x 57 colonia centro"	"carret. palenque ruinas km 4.5"
"presa salto del nogal"	"4ta privada progreso no.3"
"4ta privada progreso no.3"	"4ta privada progreso no.3"
"presa salto del nogal"	"agustin yanez"
"250 av. benito juarez zona centro"	"agustin yanez"
"agustin yanez"	"agustin yanez"
"via santa rosa 5"	"via santa rosa 5"
"vinarska 5"	"212 jeseniova"
"5 de mayo 28 colonia centro"	"calle 193 a no.307 entre"
"calle 86 s/n santa cruz palomeque"	"calle 193 a no.307 entre"
"23 main road warwick building #504"	"23 main road warwick building #504"
"21 main road 202 the warwick"	"23 main road warwick building #504"
"monschauer landstrasse 152"	"rinderbacher gasse 10"
"225 gudbrandsdalsvegen"	"225 gudbrandsdalsvegen"
"malin 22"	"kastanjez 21 banjole"
"montchavin bellentre"	"montchavin bellentre"
"26 residence les myrtilles"	"montchavin bellentre"
"prapoutel les sept laux"	"montchavin bellentre"
"14 route du mont saint michel"	"montchavin bellentre"
"plagne centre"	"montchavin bellentre"
"itzamma mz 29 lt27. q.r."	"carretera cancun chetumal km. 295"
"av. mocambo #526"	"carretera cancun chetumal km. 295"
"km 14 mz 53 lote 37 1 zh"	"carretera cancun chetumal km. 295"
"itzamma mz 29 lt27. q.r."	"itzamna edificio viva residence sn"
"boulevard paseo de la marina 36"	"itzamna edificio viva residence sn"
"km 1.5 camino punta sam real hacienda 3"	"itzamna edificio viva residence sn"
"avenida kukulkan"	"itzamna edificio viva residence sn"
"pune infotech park hinjewadi phase ii"	"20/6/3hinjewadi main road 20/6/3"
"583 carrasco vaddo mapusa"	"20/6/3hinjewadi main road 20/6/3"
"no 68 ln 157 daji 5th rd"	"no 68 ln 157 daji 5th rd"
"borgo vittorio 85"	"via della scafa 144/a"
"via della scafa 144/a"	"via della scafa 144/a"
"3 springwood street"	"cnr springwood & rochedale road"
"friesenstrasse 33"	"friesenstra e 33"
"rua general osorio 62"	"rua gen osorio"
"rua dr paulo alves 14"	"rua gen osorio"
"8 hamman street"	"29 gillespie st"
"29 gillespie st"	"29 gillespie st"
"malabar heritage road"	"nigeen lake shikara ghat no. 2"
"plot no.1observatory road"	"nigeen lake shikara ghat no. 2"
"malabar heritage road"	"ozhinhavalappu post"
"a 32/c kharsa no 391/1 339/2 mahipalpur"	"ozhinhavalappu post"
"no.3 xingchan rd."	"no.3 xingchan rd."
"bumen no.224 rt.9/rw.4 kembanglimus"	"bumen no.224 rt.9/rw.4 kembanglimus"
"jl. kertas gg. sosial no.18b"	"bumen no.224 rt.9/rw.4 kembanglimus"
"cokrodiningratan 100 rt 11 rw 03"	"bumen no.224 rt.9/rw.4 kembanglimus"
"jalan raya tengah blok remaja no. 15 19"	"bumen no.224 rt.9/rw.4 kembanglimus"
"2/3 soi 3 loikroh road"	"2/3 soi 3 loikroh road changklan a. muang"
"north guangchang road"	"no 89middle shun gen road tian jia an"
"avenida padre anchieta 2056"	"r. barao de jundiai 311 centro"
"r. barao de jundiai 311 centro"	"r. barao de jundiai 311 centro"
"gennadi"	"gennadi rodou"
"agioi pantes"	"gennadi rodou"
"57 queensborough gardens"	"33 w end park st"
"42/7 brunswick road edinburgh uk"	"33 w end park st"
"57 queensborough gardens"	"weymouth road 68"
"57 queensborough gardens"	"83 pankhurst house du cane road"
"14 16 woodfield road"	"83 pankhurst house du cane road"
"83 pankhurst house du cane road"	"83 pankhurst house du cane road"
"hotel panchavati station rd padampura"	"hotel panchavati station rd padampura"
"localita pineta 36"	"via cravilla 50"
"20 avenida nte."	"20 avenida nte."
"via bordonaro 57"	"via bordonaro 57"
"piazza pancali 9"	"via bordonaro 57"
"torbay road"	"steartfield rd"
"32 esplanade"	"esplanade 32"
"146 marine parade"	"146 marine parade"
"119a greenwell point rd"	"146 marine parade"
"138 ferny avenue"	"146 marine parade"
"corso vittorio emanuele 30"	"via badia a bovino 53"
"via magellano 116"	"via badia a bovino 53"
"playa hermosa"	"playa hermosa"
"no 27 lower kings street"	"44/a bope cross road heenpandala"
"rue general leclerc"	"av. du general leclerc"
"lange pad 1"	"oostelvoortjes 19"
"weerdingerweg 10"	"oostelvoortjes 19"
"oostelvoortjes 19"	"oostelvoortjes 19"
"tratice 1"	"tratice 1"
"zdralovac 54 3"	"tratice 1"
"contrada cavallerian 2"	"via gramignani 118"
"via francesco rancore 24"	"via gramignani 118"
"contrada cavallerian 2"	"strada cocconito n1"
"strada cocconito n1"	"strada cocconito n1"
"viale pio xi 23"	"strada cocconito n1"
"boulevard de las naciones condominio"	"calle 4 sur y av. palenque"
"av. paseo del mayab lote 003"	"calle 4 sur y av. palenque"
"171 prachinthakarn road soi 6"	"171 prachinthakarn road soi 6"
"243/27 moo 10 pattaya beach road"	"171 prachinthakarn road soi 6"
"calle 13 no 2 41"	"calle 13 no 2 41"
"jl. hanjawar sukanagalih"	"jl. wijaya kusuma no. 300"
"no. 300 jl."	"jl. wijaya kusuma no. 300"
"1836 n main street"	"14734 highway 165 allen"
"1836 n main street"	"2117 n main st"
"5120 earlwick rd"	"302 maple dr"
"229 granite chief road"	"302 maple dr"
"3642 nicollet ave mn"	"302 maple dr"
"302 maple dr"	"302 maple dr"
"204 hwy chiang mai lampang frontage rd"	"204 hwy chiang mai lampang frontage rd"
"32/13 moo 5 bantai maenam"	"204 hwy chiang mai lampang frontage rd"
"the bark house"	"the bark house"
"lugar o outeiro 12"	"lugar o outeiro 12"
"blue water village fasi 2 black b"	"coral bay"
"coral bay"	"coral bay"
"7 konnou ave"	"coral bay"
"38 knightstone rd"	"38 knightstone rd"
"1persiaran kewajipan"	"persiaran kewajipan usj1"
"pamukkale"	"pamukkale"
"largo dr. antonio de sousa macedo 1 blo"	"av. d. jose alves correia da silva lt 2"
"av. d. jose alves correia da silva lt 2"	"av. d. jose alves correia da silva lt 2"
"880 a1a beach blvd"	"880 a1a beach blvd"
"880 a1a beach blvd"	"880 a1a beach blvd"
"22303 naple hollow ln"	"10054 cedardale dr"
"4102 cedar bend dr"	"10054 cedardale dr"
"118 n expressway 77"	"10054 cedardale dr"
"2155 south 55th street unit 1018"	"10054 cedardale dr"
"22303 naple hollow ln"	"619 s green bay rd"
"1151 s waukegan rd"	"619 s green bay rd"
"22303 naple hollow ln"	"1818 lansdowne dr"
"850 moo 10 soi thessaban 8 road"	"789 moo 3 tumbon tha sao"
"42/47 khumuang road"	"789 moo 3 tumbon tha sao"
"850 moo 10 soi thessaban 8 road"	"139 moo.woranakorn"
"139 moo.woranakorn"	"139 moo.woranakorn"
"121 huaypoo rd. tambol viangtai"	"169 moo 1 mae hee"
"69/9 moo 9 khao phra ngam"	"169 moo 1 mae hee"
"121 huaypoo rd. tambol viangtai"	"12/31 moo7 t.pong"
"375/12 moo 9 tambon nongpreu"	"12/31 moo7 t.pong"
"12/31 moo7 t.pong"	"12/31 moo7 t.pong"
"piazza guido ginaldi 3"	"via bonghi 9 9"
"piazza guido ginaldi 3"	"piazzetta riccardi 11"
"lungomare castello 1"	"traversa sp91 106"
"via george byron 49"	"traversa sp91 106"
"traversa sp91 106"	"traversa sp91 106"
"lungomare castello 1"	"viale misurata 13"
"lungomare castello 1"	"calle del traghetto 3419"
"san marco calle del traghetto 3419"	"calle del traghetto 3419"
"lungomare castello 1"	"via aurelia ponente 6"
"vladimira papafave 7"	"splitska ulica 54"
"obilaznica 49"	"splitska ulica 54"
"killigorrick farm st keyne"	"20 21 new steine"
"avenida 25 entre calle 34 y 32"	"avenida kukulkan"
"central park b ph02calle 12 sur mz20 lt1"	"avenida kukulkan"
"carretera puerto penasco caborca km 23"	"avenida kukulkan"
"avenida kukulkan"	"avenida kukulkan"
"avenida kukulkan"	"avenida kukulkan"
"avenida kukulkan"	"avenida kukulkan"
"29/25 moo 1 soi petchkasem 13"	"26/25 moo 1 petchkasem rd."
"26/25 moo 1 petchkasem rd."	"26/25 moo 1 petchkasem rd."
"29/25 moo 1 soi petchkasem 13"	"789 moo 2 saladan"
"piggs peak road"	"piggs peak road"
"calle miguel de cervantes n 5 calle"	"calle miguel de cervantes n 5 calle"
"carretera badajoz valencia km 455"	"calle miguel de cervantes n 5 calle"
"c/sant ramon 40"	"calle miguel de cervantes n 5 calle"
"paseo maritimo rey de espana n"	"calle miguel de cervantes n 5 calle"
"calle colon 1"	"calle miguel de cervantes n 5 calle"
"calle rosario 1"	"calle miguel de cervantes n 5 calle"
"calle preciados 44"	"calle miguel de cervantes n 5 calle"
"aarninkweg 1"	"verspyckweg 10"
"raadhuisstraat 27"	"verspyckweg 10"
"13 avenue du marechal foch"	"25 cours du marechal foch"
"s.s. 287"	"s.s. 287"
"via spallanzani 6"	"s.s. 287"
"mele road"	"teoma road"
"teoma road"	"teoma road"
"drasici 101"	"drasici 101"
"vrh 25"	"drasici 101"
"a 42 salida 59"	"a 42 salida 59"
"rua fabio messias nobre 334"	"sitio do chuca s/n"
"calle chiriva 6 1a"	"playa de cueva"
"calle chiriva 6 1a"	"carrer amplaries 27"
"sunset lane paradise view mckinnons"	"sunset lane paradise view mckinnons"
"pokambor avenue"	"pokambor ave. 3"
"calle 20 becan"	"calle 20 becan"
"5th avenida norte esq. constituyentes"	"calle 20 becan"
"jl. baluran no. 21"	"jl. baluran no.21"
"18 25 3kuwagasaki saki"	"1 2 3 minato machi"
"shiroura"	"1 2 3 minato machi"
"mza.18 lte 14 smza. 001 av. hidalgo"	"mza.18 lte 14 smza. 001 av. hidalgo"
"9 owls road"	"9 owls road"
"atkinson st"	"9 owls road"
"grindlay street 6 flat 6"	"9 owls road"
"pulkovskoye shosse 14g"	"pulkovskoye shosse 14g"
"via fratta 7"	"via del babuino 46"
"via del babuino 56"	"via del babuino 46"
"via fratta 7"	"via eraclito di efeso 23"
"29 kay st"	"29 kay st"
"1106 e main st"	"29 kay st"
"loch monzievaird chalets"	"llanfor"
"llanfor"	"llanfor"
"coed y fron vicarage road"	"llanfor"
"25 bath st"	"llanfor"
"loch monzievaird chalets"	"united kingdom"
"united kingdom"	"united kingdom"
"ulica damira tomljanovica gavrana 4a"	"ulica ante starcevica 11"
"ulica ante starcevica 11"	"ulica ante starcevica 11"
"ulica damira tomljanovica gavrana 4a"	"igriste 21"
"praceta dr. antonio henrique balte"	"praceta doutor antonio henrique balte"
"via ippocampo 16"	"via cavour 136"
"rua da artilharia 1 14"	"rua eca de queiroz 4"
"rua ginestal machado 9 7o frt"	"rua eca de queiroz 4"
"rua rodrigues sampaio 112"	"rua eca de queiroz 4"
"calcada cardeal 16"	"rua eca de queiroz 4"
"1355 e snow canyon parkway"	"1355 e snow canyon parkway"
"734 w wilshire dr"	"1355 e snow canyon parkway"
"via sirene 15"	"via per san carlo 60"
"via sirene 15"	"via l. mazzeo"
"avenue de la dame 62"	"12 rue de lindustrie 12 0 ."
"place jourdan 1"	"12 rue de lindustrie 12 0 ."
"dos aceras15"	"c/ ancha del carmen no 4"
"avda. retamar compl. altos del higueron"	"c/ ancha del carmen no 4"
"flaine foret"	"station 1700 m"
"bemposta"	"bemposta"
"estrada nacional n245"	"bemposta"
"charmettoger arc 1800"	"21 rue ausone"
"penn ar menez"	"21 rue ausone"
"charmettoger arc 1800"	"lieu dit le chantel. arc 1800"
"lieu dit le chantel. arc 1800"	"lieu dit le chantel. arc 1800"
"brun"	"brun"
"rua 9 de agosto 7"	"rua 9 de agosto 7"
"vila planalto acampamento"	"rua 9 de agosto 7"
"estrada guape km 14 s/n zona rural"	"rodovia sp 135 km 12"
"r. cel. luis gonzaga de menezes 10"	"rodovia sp 135 km 12"
"r. joaquim mendes 237"	"rodovia sp 135 km 12"
"estrada guape km 14 s/n zona rural"	"rua beira rio s/n"
"av. presidente kennedy 2445"	"rua beira rio s/n"
"r. projectada a caldeira do moinho"	"rua do leste / avenida infante de sagres"
"estrada da meia praia"	"rua do leste / avenida infante de sagres"
"hovener strae 10"	"fliethstrae 53"
"fliethstrae 53"	"fliethstrae 53"
"via bogota melgar km 73"	"via bogota melgar km 73"
"av. epitacio pessoa 4530 ap603"	"avenida itacimirim"
"estr. itacimirim 55"	"avenida itacimirim"
"avenida itacimirim"	"avenida itacimirim"
"blvd paseo de las dunas km 3.5"	"blvd paseo de las dunas km 3.5"
"blvd paseo de las dunas km 3.5"	"blvd paseo de las dunas km 3.5"
"1 brown street"	"1 brown street"
"4 finlayson st"	"4 finlayson st"
"2/60 64 peregian esplanade"	"4 finlayson st"
"calle lago de sanabria s/n"	"calle lago de sanabria s/n"
"jl. raya taman ujung"	"jl. raya taman ujung"
"13211 oleander dr"	"13211 oleander dr"
"127 fish hook lane"	"13211 oleander dr"
"79 the strand"	"79 the strand"
"via santa maria 5"	"via vascelli 20"
"via s. giuseppe 1"	"via vascelli 20"
"via santa maria 5"	"strada provinciale bolgherese 192"
"friedrichstrae 98"	"friedrichstrae 98"
"kranicherstrae"	"friedrichstrae 98"
"bayraktar mah. bayrakli sok. no35"	"karyagdi sokak no 40 cankaya"
"gullerpinari mah. navalioglu sok. no.4"	"karyagdi sokak no 40 cankaya"
"26 nui ngoc cat hai"	"vinashin wharf le thanh tong"
"279 86 sumogwon ro sang myeon"	"279 86 sumogwon ro sang myeon"
"cheongpyeong myeon"	"279 86 sumogwon ro sang myeon"
"pascual junquera 46"	"calle de altea 14"
"calle de altea 14"	"calle de altea 14"
"pg. maritim no 7 1o ascensor apto 224"	"calle de altea 14"
"pascual junquera 46"	"calle nohales 59"
"morne rouge bay"	"morne rouge bay"
"124 musket court"	"165 fern trail"
"165 fern trail"	"165 fern trail"
"4949 valley blvd"	"165 fern trail"
"14hidden baychettikuppam village"	"no 27/28 krishna nagar north"
"no 27/28 krishna nagar north"	"no 27/28 krishna nagar north"
"no 188a lot 1007 kemena commercial ctr"	"no 188a lot 1007 kemena commercial centre jalan tg"
"east interstate 40 7701"	"east interstate 40 7701"
"east interstate 40 7701"	"200 periwinkle way"
"200 periwinkle way"	"200 periwinkle way"
"135 east mountain road"	"135 east mountain road"
"canyon view drive 7550"	"135 east mountain road"
"694 tanglewood dr"	"135 east mountain road"
"yamm tulum c.muun m.033 l.12 d. 401"	"carretera federal km 210"
"carretera federal km 210"	"carretera federal km 210"
"2707 westinghouse rd"	"198 colonial drive"
"1600 county route 64"	"198 colonial drive"
"route de marina du fiori pezza cardo"	"124 rue gubler"
"parc economique le sautle cerf"	"11 rue victor masse"
"le pinier 132"	"11 rue victor masse"
"230 pearl street"	"175 hannah loop unit 4"
"175 hannah loop unit 4"	"175 hannah loop unit 4"
"117 sunny ridge pl"	"175 hannah loop unit 4"
"180 gunnison river dr"	"175 hannah loop unit 4"
"3001 cameron blvd"	"175 hannah loop unit 4"
"333 talvista drive"	"175 hannah loop unit 4"
"2318 victoria drive"	"175 hannah loop unit 4"
"3700 kamehameha rd"	"175 hannah loop unit 4"
"67 moose lane"	"175 hannah loop unit 4"
"230 pearl street"	"305 cleveland st"
"230 pearl street"	"230 grand boulevard"
"1184 ne lake dr us"	"230 grand boulevard"
"300 grand boulevard"	"230 grand boulevard"
"tongxin road baini town"	"no. 107 jiefang road yongding district"
"7f bojin apartment"	"no. 107 jiefang road yongding district"
"no. 107 jiefang road yongding district"	"no. 107 jiefang road yongding district"
"tongxin road baini town"	"no. 866 xiangshan port road"
"no. 866 xiangshan port road"	"no. 866 xiangshan port road"
"tongxin road baini town"	"no.88 huanghe nan street"
"aviv village mz03 ltu23 reg14 fracc"	"bahia principe residences & golf"
"horus development"	"bahia principe residences & golf"
"moonlight 305"	"bahia principe residences & golf"
"avenida kukulkan"	"bahia principe residences & golf"
"aviv village mz03 ltu23 reg14 fracc"	"calle sayil mza 15 lote 2"
"carretera garrafon manzana 55"	"calle sayil mza 15 lote 2"
"carretera ruta de los cenotes km 26.5"	"calle sayil mza 15 lote 2"
"aviv village mz03 ltu23 reg14 fracc"	"avenida kukulkan"
"avenida kukulkan"	"avenida kukulkan"
"shinbashi nishi iru higashi oji"	"tsukisamuchuodori 11 2 5 toyohira ku"
"2 3 7 kitahiraki nishinari ku"	"tsukisamuchuodori 11 2 5 toyohira ku"
"tsukisamuchuodori 11 2 5 toyohira ku"	"tsukisamuchuodori 11 2 5 toyohira ku"
"ag. varvara beach"	"ag. varvara beach"
"agios gordios"	"ag. varvara beach"
"3785 lower honoapiilani road"	"4365 lower honoapiilani road"
"4310 lower honoapiilani rd"	"4365 lower honoapiilani road"
"3901 lower honoapiilani road"	"4365 lower honoapiilani road"
"3785 lower honoapiilani road"	"15836 heron hill street"
"4435 lower honoapiilani road"	"3823 lower honoapiilani road"
"5301 ka haku rd"	"3823 lower honoapiilani road"
"3823 lower honoapiilani rd"	"3823 lower honoapiilani road"
"416 bell ave"	"3823 lower honoapiilani road"
"10/5 ballygunge place east"	"17 1st ave"
"17 1st ave"	"17 1st ave"
"via roma 41"	"via san pio da pietrelcina n.236"
"via san pio da pietrelcina n.236"	"via san pio da pietrelcina n.236"
"harrachov 496"	"csa 100"
"csa 100"	"csa 100"
"212 binh minh street"	"241/ 32 pham ngu lao dist 1"
"198 bui vien street district 1"	"241/ 32 pham ngu lao dist 1"
"56 ngo huyen hoan kiem"	"241/ 32 pham ngu lao dist 1"
"13 bui thi xuan ben thanh ward"	"241/ 32 pham ngu lao dist 1"
"212 binh minh street"	"14 nguyen an ninh"
"40/7 bui vien"	"14 nguyen an ninh"
"urbanizacion anoreta golf"	"plaza galarza 2"
"plaza galarza 2"	"plaza galarza 2"
"tudor street cardiff uk"	"broderick court"
"westover road"	"broderick court"
"ulica franje tudmana 40"	"bulic 18 18"
"bulic 18 18"	"bulic 18 18"
